Wall time,Step,Value
1603426382.932124,99496,13.903135299682617
1603426723.711907,100387,13.50420093536377
1603428343.7299764,104644,13.263720512390137
1603428569.63945,105238,14.151802062988281
1603428682.6169884,105535,14.738916397094727
1603428757.904808,105733,14.372544288635254
1603428908.5412462,106129,13.67625904083252
1603429134.450499,106723,13.347558975219727
1603429322.7040422,107218,14.564864158630371
1603429699.5701613,108208,12.451678276062012
1603429925.609431,108802,14.296611785888672
1603430113.9390461,109297,13.252071380615234
1603430490.6264303,110287,14.7576904296875
1603432072.717906,114445,14.597484588623047
1603432223.3225608,114841,13.775224685668945
1603432261.0211074,114940,13.438375473022461
1603432298.6773736,115039,14.431220054626465
1603432977.2496088,116821,13.607190132141113
1603433467.4380822,118108,12.20724105834961
1603433957.7380428,119395,14.239350318908691
1603434939.1166275,121969,12.844076156616211
1603435391.5816875,123157,14.425725936889648
1603435807.0012715,124246,11.666587829589844
1603435920.055984,124543,12.66059398651123
1603436033.182672,124840,13.435279846191406
1603436787.4116695,126820,12.382719039916992
1603437013.7377813,127414,13.38846206665039
1603437277.6770508,128107,13.691045761108398
1603437503.866724,128701,13.31791877746582
1603438107.0470772,130285,13.108963012695312
1603438220.3462646,130582,12.438984870910645
1603438634.9818053,131671,13.915277481079102
1603438748.0516398,131968,13.781840324401855
1603438861.1479125,132265,13.213661193847656
1603438898.852253,132364,13.114150047302246
1603440707.0916173,137116,13.056999206542969
1603440820.1326084,137413,12.899283409118652
1603440933.392695,137710,13.871949195861816
1603440971.0532687,137809,14.334888458251953
1603441800.1750658,139987,13.763585090637207
1603442252.68951,141175,13.714134216308594
1603442629.3433182,142165,12.589532852172852
1603442779.9696398,142561,13.384943008422852
1603443722.1193793,145036,13.31057357788086
1603443759.8074887,145135,12.52045726776123
1603444174.0589693,146224,12.501956939697266
1603444475.2902288,147016,13.512755393981934
1603444701.2025325,147610,13.386452674865723
1603445907.7071154,150778,13.5145263671875
1603446058.4968266,151174,12.849066734313965
1603447001.0560699,153649,13.313087463378906
1603447604.174881,155233,12.083559036254883
1603447641.8568912,155332,12.462759017944336
1603448207.3682659,156817,13.42020034790039
1603448358.073345,157213,13.118010520935059
1603448961.0338273,158797,12.871831893920898
1603448998.742406,158896,13.309450149536133
1603449828.3467996,161074,13.385417938232422
1603450017.0132236,161569,13.26028060913086
1603450205.289648,162064,12.349808692932129
1603450318.2880716,162361,13.31807804107666
1603450506.6360848,162856,13.460064888000488
1603450619.9870892,163153,13.329785346984863
1603451072.5572546,164341,13.824625968933105
1603451373.9440732,165133,12.758365631103516
1603451637.570168,165826,14.282943725585938
1603451901.2292523,166519,12.077591896057129
1603452240.2856498,167410,13.702034950256348
1603452390.975046,167806,13.079635620117188
1603452466.295928,168004,13.42310619354248
1603452541.616058,168202,11.572343826293945
1603452654.6013563,168499,12.794282913208008
1603452918.5580554,169192,13.907015800476074
1603453257.5237598,170083,12.818697929382324
1603453784.8788583,171469,12.724776268005371
1603453860.2308376,171667,12.72177505493164
1603453973.2967918,171964,13.572104454040527
1603454161.852901,172459,13.11279296875
1603454274.880138,172756,14.022354125976562
1603454312.5730925,172855,12.8790864944458
1603455066.2577724,174835,12.163633346557617
1603455405.2427115,175726,12.096090316772461
1603455631.2450233,176320,12.398749351501465
1603455895.129492,177013,12.978545188903809
1603455933.0477486,177112,13.613753318786621
1603456272.3277,178003,12.176252365112305
1603456536.4876318,178696,13.173738479614258
1603457328.0009308,180775,13.431461334228516
1603457478.6427658,181171,12.378223419189453
1603457855.313732,182161,13.470085144042969
1603458005.9308407,182557,11.422922134399414
1603458345.1905746,183448,13.929842948913574
1603458835.044041,184735,13.563788414001465
1603458948.047918,185032,13.839786529541016
1603459174.035522,185626,13.005188941955566
1603459249.3791692,185824,14.158639907836914
1603460530.5897927,189190,13.969279289245605
1603460756.559323,189784,13.10169506072998
1603461397.2916756,191467,12.912652969360352
1603461774.0233471,192457,12.914207458496094
1603461887.0915139,192754,13.168706893920898
1603461962.4147964,192952,12.470458984375
1603462641.0273845,194734,13.605724334716797
1603463168.6447432,196120,13.707239151000977
1603463244.0112417,196318,14.214750289916992
1603463922.3171277,198100,12.80428409576416
1603464073.0487158,198496,13.336332321166992
1603464374.899221,199288,12.780843734741211
1603465017.0962534,200971,13.610729217529297
1603465243.2381916,201565,12.017977714538574
1603466147.506736,203941,13.725716590881348
1603466637.2386162,205228,13.302423477172852
1603466750.3741078,205525,12.656960487365723
1603466788.045199,205624,12.424263954162598
1603466938.7571874,206020,13.208353042602539
1603467089.5209649,206416,13.235737800598145
1603467240.6771162,206812,12.660295486450195
1603467504.6348338,207505,13.85554313659668
1603468069.765701,208990,13.04792308807373
1603469351.4219184,212356,12.828680038452148
1603469502.175216,212752,14.052058219909668
1603469766.2609649,213445,13.040850639343262
1603470105.39888,214336,12.970901489257812
1603470557.6272311,215524,13.642179489135742
1603470934.7493112,216514,12.845507621765137
1603471010.1013286,216712,13.365549087524414
1603471085.4199963,216910,12.772762298583984
1603471274.0664806,217405,13.10898208618164
1603471387.3341665,217702,13.569880485534668
1603471688.7780926,218494,11.443859100341797
1603471839.60146,218890,11.560060501098633
1603472593.760459,220870,12.44157600402832
1603472782.381748,221365,12.851348876953125
1603472820.0926428,221464,13.281420707702637
1603472895.4689085,221662,14.048776626586914
1603473008.4800622,221959,12.879729270935059
1603473159.236693,222355,12.240386962890625
1603473196.886811,222454,11.972004890441895
1603473461.5985205,223147,14.08259391784668
1603473574.6616251,223444,13.339470863342285
1603473763.3638012,223939,13.127906799316406
1603474479.9770029,225820,12.550222396850586
1603474856.9960458,226810,13.25020980834961
1603475083.3109484,227404,13.853097915649414
1603475309.3940823,227998,10.91168212890625
1603475460.1142063,228394,12.825572967529297
1603475912.2625327,229582,11.946742057800293
1603475949.938474,229681,11.834024429321289
1603476892.847311,232156,13.371145248413086
1603477232.0316708,233047,13.55972671508789
1603478552.6479633,236512,12.331235885620117
1603478590.6085172,236611,12.570682525634766
1603478666.0063057,236809,12.72427749633789
1603480325.84493,241165,13.536561965942383
1603480627.5282898,241957,12.678157806396484
1603480891.4154527,242650,12.824542045593262
1603480966.7577128,242848,11.68770980834961
1603481042.3881664,243046,12.672710418701172
1603481231.3865864,243541,13.898625373840332
1603482174.2823317,246016,12.032549858093262
1603482211.9640656,246115,12.4924955368042
1603482589.291321,247105,14.136856079101562
1603482664.8961713,247303,13.935220718383789
1603482853.3214676,247798,12.885295867919922
1603483381.190054,249184,13.771965026855469
1603483607.3535314,249778,13.07681655883789
1603483946.5187345,250669,13.0244779586792
1603484512.2296355,252154,13.665830612182617
1603484662.983018,252550,14.038564682006836
1603484738.6497624,252748,12.612391471862793
1603485681.4206724,255223,12.458124160766602
1603486133.8106468,256411,12.481407165527344
1603486510.8342156,257401,13.131768226623535
1603486737.15435,257995,12.315767288208008
1603487378.2844453,259678,11.853544235229492
1603487604.247141,260272,13.297035217285156
1603487641.9505718,260371,13.408208847045898
1603488169.6180089,261757,13.034181594848633
1603488395.8442442,262351,12.806618690490723
1603488584.2286108,262846,12.902257919311523
1603489450.6591425,265123,12.467718124389648
1603489714.5047743,265816,13.510148048400879
1603489902.7824297,266311,13.436040878295898
1603490392.534074,267598,14.110737800598145
1603490656.1107683,268291,12.689376831054688
1603491222.1977687,269776,12.876934051513672
1603491674.2444582,270964,13.442401885986328
1603491787.4246593,271261,12.831741333007812
1603492315.0606673,272647,12.739821434020996
1603493634.7270474,276112,13.130976676940918
1603493672.4162948,276211,10.924833297729492
1603493710.0983555,276310,12.026193618774414
1603494388.4098132,278092,11.583977699279785
1603494954.4100933,279577,11.375176429748535
1603496764.9835968,284329,14.002422332763672
1603497104.7796454,285220,11.028694152832031
1603497443.7917123,286111,13.096930503845215
1603497669.833279,286705,12.133441925048828
1603498461.5428164,288784,12.413509368896484
1603498536.9103827,288982,12.168355941772461
1603498574.5870523,289081,13.57741928100586
1603500346.0486403,293734,13.423430442810059
1603500647.7398956,294526,13.321182250976562
1603501515.0501702,296803,13.490056037902832
1603501854.065034,297694,13.782913208007812
1603502005.1479394,298090,12.735562324523926
1603502156.012351,298486,13.579900741577148
1603502608.820412,299674,12.256879806518555
1603502721.8585498,299971,12.62525463104248
1603503025.2844996,300763,13.724287033081055
1603503138.485443,301060,13.149054527282715
1603504043.9018435,303436,13.4141845703125
1603504194.8765583,303832,12.111413955688477
1603504270.4884906,304030,12.324429512023926
1603505325.8534298,306802,12.42534065246582
1603506193.22007,309079,13.058759689331055
1603506758.3136172,310564,13.558988571166992
1603507060.2398932,311356,13.988394737243652
1603507248.5666227,311851,10.610300064086914
1603507436.945301,312346,12.756762504577637
1603507662.9056823,312940,14.206829071044922
1603508265.9655347,314524,14.272784233093262
1603508943.9512415,316306,12.983926773071289
1603508981.629499,316405,13.561508178710938
1603509245.4558926,317098,13.079627990722656
1603509358.4327312,317395,13.221976280212402
1603510262.8868818,319771,12.480164527893066
1603510375.9404976,320068,13.07889175415039
1603510640.345695,320761,12.39815616607666
1603510753.3972735,321058,12.878342628479004
1603510791.0644906,321157,13.303736686706543
1603510866.4598656,321355,12.50171184539795
1603510904.155554,321454,12.739705085754395
1603511846.4621778,323929,12.823233604431152
1603512185.6376457,324820,12.961904525756836
1603513090.3643253,327196,11.680364608764648
1603513392.6526341,327988,13.39476203918457
1603513920.5638382,329374,12.377828598022461
1603513958.2184768,329473,12.228191375732422
1603514599.3304813,331156,12.486948013305664
1603515693.4595795,334027,12.805736541748047
1603515768.7964504,334225,12.421642303466797
1603516145.9823406,335215,12.593818664550781
1603516786.5260012,336898,12.478931427001953
1603516975.3198822,337393,12.26734447479248
1603517805.0885105,339571,12.668525695800781
1603518106.7751522,340363,12.966439247131348
1603518521.406361,341452,12.27341365814209
1603518596.7919927,341650,12.43436050415039
1603518860.764452,342343,12.561148643493652
1603519086.8520179,342937,11.916923522949219
1603519350.8649151,343630,12.549744606018066
1603519577.1945045,344224,12.071436882019043
1603519690.221587,344521,11.407366752624512
1603520331.1256652,346204,14.051026344299316
1603520783.3240318,347392,12.530206680297852
1603520896.339095,347689,13.549840927124023
1603521763.388786,349966,12.598651885986328
1603521838.7362428,350164,12.092362403869629
1603522064.8995852,350758,11.432605743408203
1603522215.6560462,351154,12.807990074157715
1603522818.916546,352738,13.132440567016602
1603523460.2916653,354421,12.472841262817383
1603524214.2082913,356401,13.140678405761719
1603524892.3650277,358183,12.518524169921875
1603524967.6962764,358381,12.027482986450195
1603525043.018511,358579,12.321331977844238
1603525156.0311413,358876,12.547986030578613
1603525269.035111,359173,12.531426429748535
1603525909.3262734,360856,11.708253860473633
1603526323.885569,361945,12.730924606323242
1603526851.465925,363331,11.216940879821777
1603528058.5491154,366499,12.343873977661133
1603528964.1227028,368875,12.461629867553711
1603529115.066637,369271,11.159303665161133
1603529190.8608475,369469,12.064393997192383
1603529417.1918066,370063,13.035477638244629
1603529530.4936342,370360,13.47344970703125
1603529605.8511288,370558,13.060650825500488
1603529945.1222904,371449,11.889986038208008
1603530208.9590616,372142,13.815421104431152
1603530699.2323802,373429,13.402710914611816
1603531000.7114494,374221,12.133426666259766
1603531491.0441244,375508,11.791932106018066
1603531566.4036577,375706,12.813420295715332
1603531679.4204829,376003,13.871101379394531
1603532283.7235625,377587,13.764028549194336
1603532472.1003227,378082,13.958072662353516
1603532547.442508,378280,12.18451976776123
1603532924.6081283,379270,13.663025856018066
1603533075.5015924,379666,13.633549690246582
1603534169.4492464,382537,12.261798858642578
1603534358.1586895,383032,12.325155258178711
1603534622.1042614,383725,13.230941772460938
1603536281.3868904,388081,13.422054290771484
1603536582.9783227,388873,11.743054389953613
1603536846.9718096,389566,11.593343734741211
1603536997.7104788,389962,12.612898826599121
1603537412.8856459,391051,12.406111717224121
1603537639.0036287,391645,12.89729118347168
1603537865.3696513,392239,12.12849235534668
1603538694.5596488,394417,12.174783706665039
1603539109.0930214,395506,12.730791091918945
1603539297.955261,396001,13.387964248657227
1603539637.3325586,396892,12.481620788574219
1603539674.9944892,396991,12.73002815246582
1603540127.1699042,398179,11.800928115844727
1603540541.9696386,399268,11.69784164428711
1603540654.91721,399565,11.611270904541016
1603542804.7809443,405208,12.62209415435791
1603542993.3619878,405703,12.685005187988281
1603543031.0403643,405802,12.446359634399414
1603543408.5749383,406792,13.024055480957031
1603546162.9703505,414019,13.73330307006836
1603546577.799372,415108,11.57529067993164
1603546615.4638155,415207,11.756213188171387
1603546690.749202,415405,12.262710571289062
1603546766.0714004,415603,12.187249183654785
1603546879.0741363,415900,12.477493286132812
1603546916.734005,415999,12.63735294342041
1603547859.113251,418474,11.913896560668945
1603548047.5259695,418969,13.63333797454834
1603548160.7583685,419266,12.526269912719727
1603548462.9694457,420058,12.733047485351562
1603548877.6149852,421147,10.633735656738281
1603549216.5763073,422038,13.005324363708496
1603549329.5598164,422335,12.188960075378418
1603549367.6693227,422434,11.817123413085938
1603549933.2521882,423919,12.522579193115234
1603550537.3144727,425503,11.43663215637207
1603550763.7899942,426097,13.920204162597656
1603550914.675854,426493,13.451408386230469
1603551254.0549746,427384,13.508020401000977
1603551329.6479475,427582,13.256118774414062
1603551669.0312152,428473,11.1545991897583
1603551820.0241718,428869,12.52247142791748
1603552234.5568376,429958,13.386185646057129
1603553215.7924335,432532,12.25044059753418
1603553554.9862325,433423,12.802482604980469
1603554119.9291942,434908,13.045970916748047
1603554383.4989183,435601,11.432687759399414
1603554609.485958,436195,12.095239639282227
1603554760.2880988,436591,12.756057739257812
1603554797.9519799,436690,12.153133392333984
1603555515.1168604,438571,12.299421310424805
1603555628.369409,438868,12.506348609924316
1603556986.6162758,442432,11.249080657958984
1603557212.7558613,443026,12.607661247253418
1603557778.5092876,444511,13.566034317016602
1603557853.8554897,444709,12.395870208740234
1603558494.5070174,446392,11.803130149841309
1603558532.1849034,446491,11.813301086425781
1603559248.7326014,448372,11.331619262695312
1603559286.4221697,448471,10.970582008361816
1603559399.4488788,448768,12.186264038085938
1603559738.8356135,449659,12.275091171264648
1603560153.6807656,450748,12.13331413269043
1603561095.814894,453223,12.660380363464355
1603561209.0425017,453520,12.967423439025879
1603561623.4382207,454609,13.315838813781738
1603561736.5141575,454906,11.883406639099121
1603561811.8390553,455104,10.81364631652832
1603561887.1945326,455302,10.823352813720703
1603562339.2113461,456490,12.41062068939209
1603562979.6994061,458173,12.548746109008789
1603563770.7218542,460252,13.426918029785156
1603564034.5577486,460945,10.954668045043945
1603564335.9113653,461737,12.342029571533203
1603564486.8967743,462133,12.958268165588379
1603564750.5176904,462826,11.96983528137207
1603564788.1719701,462925,13.436397552490234
1603564825.818873,463024,13.48402214050293
1603565202.8884835,464014,9.865413665771484
1603566182.0357788,466588,11.137516975402832
1603566370.558641,467083,11.651533126831055
1603566973.1977658,468667,12.408689498901367
1603567387.5317185,469756,12.814614295959473
1603567538.14753,470152,10.9148588180542
1603567575.7855744,470251,11.781412124633789
1603567877.7023733,471043,12.853456497192383
1603568103.585228,471637,12.189990997314453
1603568216.5496216,471934,10.859088897705078
1603568555.3726137,472825,12.853466033935547
1603568705.9829273,473221,12.28896427154541
1603568969.6416793,473914,12.665969848632812
1603569007.2817082,474013,12.407379150390625
1603569233.2229335,474607,12.93187427520752
1603569459.145762,475201,12.597089767456055
1603569534.4074519,475399,11.98890209197998
1603569647.4177885,475696,12.593564987182617
1603570965.917013,479161,11.914414405822754
1603571417.6061056,480349,13.520197868347168
1603572133.5118508,482230,11.798113822937012
1603572208.7882454,482428,12.7467041015625
1603572999.9936123,484507,11.596212387084961
1603573753.032535,486487,12.92600154876709
1603574657.613288,488863,12.621506690979004
1603574770.601569,489160,11.513203620910645
1603575260.263917,490447,12.592095375061035
1603575561.5125332,491239,11.050308227539062
1603575900.6429896,492130,12.40540599822998
1603576013.5719666,492427,12.669410705566406
1603576089.0872536,492625,12.500221252441406
1603576126.7138104,492724,11.929096221923828
1603577783.542744,497080,12.938729286193848
1603578009.4148743,497674,11.322352409362793
1603578122.3939526,497971,11.085589408874512
1603578386.0591471,498664,11.802520751953125
1603578875.4892256,499951,13.559446334838867
1603578952.5086877,500149,12.058006286621094
1603578990.1652079,500248,12.201330184936523
1603579253.785628,500941,11.200958251953125
1603579932.4432445,502723,12.378545761108398
1603580798.941979,505000,13.1807222366333
1603580987.335707,505495,11.402164459228516
1603581741.155408,507475,12.360122680664062
1603581816.4825428,507673,12.443543434143066
1603582042.8684373,508267,12.924772262573242
1603583022.7163515,510841,12.608175277709961
1603583211.0752645,511336,12.100820541381836
1603583851.9848783,513019,12.362689018249512
1603584530.1076708,514801,13.23626708984375
1603584831.2627587,515593,11.45346450805664
1603585697.8016567,517870,11.59872055053711
1603585848.3434007,518266,12.771818161010742
1603585998.9128575,518662,11.81234359741211
1603586036.5527155,518761,11.915730476379395
1603587015.6599252,521335,11.707565307617188
1603587881.6279838,523612,11.894306182861328
1603588973.3838792,526483,11.773591041564941
1603589387.9568417,527572,11.86191177368164
1603589990.4287717,529156,11.123370170593262
1603590517.637275,530542,11.774673461914062
1603590555.2550273,530641,12.552918434143066
1603591309.3747354,532621,13.230920791625977
1603592213.3377588,534997,11.589799880981445
1603592815.706233,536581,10.436074256896973
1603593532.0665817,538462,11.614221572875977
1603593645.2149444,538759,13.203564643859863
1603593833.4060442,539254,11.2891263961792
1603595226.5805547,542917,12.118228912353516
1603595490.5864942,543610,11.829994201660156
1603595641.4331832,544006,12.546817779541016
1603595867.6289377,544600,11.857893943786621
1603596093.5903893,545194,11.519099235534668
1603596282.0018272,545689,11.521166801452637
1603596395.1038928,545986,12.833772659301758
1603596470.4540863,546184,13.647397994995117
1603597374.6712885,548560,12.777358055114746
1603597675.892952,549352,12.962577819824219
1603598316.3086796,551035,12.166799545288086
1603598504.6424892,551530,10.06964111328125
1603598579.9538019,551728,11.06396484375
1603599032.3831873,552916,10.857637405395508
1603599107.7090414,553114,12.083438873291016
1603599333.5666294,553708,13.222980499267578
1603599785.3672538,554896,11.640865325927734
1603599973.617206,555391,13.182836532592773
1603600350.3372512,556381,11.553298950195312
1603600726.8144655,557371,11.727842330932617
1603601781.9151938,560143,10.705524444580078
1603601857.2183685,560341,11.52928352355957
1603602007.783767,560737,12.42498779296875
1603602572.8826385,562222,12.21049690246582
1603604116.8802195,566281,10.667362213134766
1603604229.8159506,566578,12.031457901000977
1603604907.899933,568360,12.433283805847168
1603605586.7828808,570142,12.449193954467773
1603606227.0226066,571825,11.590778350830078
1603606340.1340582,572122,13.239412307739258
1603606528.714775,572617,13.179383277893066
1603606716.9489543,573112,11.465279579162598
1603607395.0439293,574894,12.845211029052734
1603607432.710651,574993,12.568878173828125
1603608073.2555904,576676,12.117670059204102
1603608186.236556,576973,11.337167739868164
1603608449.8311992,577666,12.325614929199219
1603609467.0900736,580339,12.441096305847168
1603609542.429429,580537,13.963098526000977
1603609806.3627694,581230,10.691177368164062
1603610484.7863464,583012,10.897428512573242
1603610823.8160038,583903,12.678526878356934
1603611162.9280653,584794,11.435380935668945
1603611540.352173,585784,13.333311080932617
1603611954.7454567,586873,12.702532768249512
1603612105.5812624,587269,12.424635887145996
1603612143.2512536,587368,12.892159461975098
1603612858.9730666,589249,11.357645988464355
1603613047.2494385,589744,13.577424049377441
1603613122.53035,589942,12.267533302307129
1603613273.1946526,590338,11.167716979980469
1603613612.2486494,591229,12.918750762939453
1603614290.718341,593011,10.629745483398438
1603615044.441466,594991,12.437227249145508
1603615233.0396223,595486,13.025586128234863
1603615572.0676267,596377,12.567270278930664
1603615798.4022622,596971,12.042645454406738
1603615836.1086318,597070,12.378053665161133
1603615986.7756004,597466,11.6146821975708
1603616099.803831,597763,10.982643127441406
1603616928.8359897,599941,12.889593124389648
1603617608.5616608,601723,10.695789337158203
1603617759.3026016,602119,11.28018856048584
1603617948.0051565,602614,13.194550514221191
1603618550.508112,604198,11.889215469360352
1603618625.7841969,604396,12.477595329284668
1603619002.4806054,605386,11.152735710144043
1603619228.431416,605980,12.964973449707031
1603619303.7542155,606178,12.327279090881348
1603619529.9685173,606772,10.58456802368164
1603619605.2250962,606970,10.578340530395508
1603619680.5404947,607168,11.256858825683594
1603620132.7567067,608356,10.174092292785645
1603620208.084994,608554,10.054910659790039
1603620283.3751268,608752,11.267227172851562
1603621150.2979252,611029,13.419408798217773
1603621489.6471097,611920,10.278090476989746
1603621602.6592617,612217,12.215496063232422
1603622205.3359823,613801,12.223934173583984
1603622619.8299735,614890,10.35807991027832
1603622695.1531694,615088,10.421870231628418
1603622921.2528458,615682,12.151834487915039
1603623411.3756375,616969,13.768058776855469
1603623599.7765017,617464,10.796442985534668
1603623863.7893531,618157,11.880599975585938
1603624089.9065697,618751,11.630142211914062
1603624579.8495731,620038,11.291818618774414
1603625560.086245,622612,12.846151351928711
1603626427.2849057,624889,11.409229278564453
1603626577.9466634,625285,11.171636581420898
1603626615.6021743,625384,9.996538162231445
1603626879.3086956,626077,12.235458374023438
1603627520.1564355,627760,11.402403831481934
1603627934.7435796,628849,11.96466064453125
1603628349.446014,629938,11.985635757446289
1603628613.1037939,630631,11.989751815795898
1603628839.097269,631225,11.570959091186523
1603629743.411099,633601,12.270923614501953
1603631815.7305906,639046,11.700706481933594
1603631966.2624624,639442,12.19901180267334
1603632456.1330547,640729,11.427277565002441
1603633020.8983676,642214,10.459264755249023
1603633322.1912289,643006,12.313562393188477
1603633359.8873062,643105,12.612508773803711
1603633510.4936712,643501,11.948561668395996
1603633887.2298133,644491,10.931997299194336
1603634263.961795,645481,12.251965522766113
1603634301.6376493,645580,11.958597183227539
1603634339.3407812,645679,11.134382247924805
1603634640.6955667,646471,12.16669750213623
1603635394.274431,648451,12.378706932067871
1603636298.984268,650827,12.487403869628906
1603636562.7502146,651520,11.707525253295898
1603636676.0092702,651817,12.775059700012207
1603637052.7269678,652807,12.494927406311035
1603637391.9149811,653698,10.297101974487305
1603637504.9142408,653995,12.614374160766602
1603637881.5590436,654985,10.959785461425781
1603638069.9375765,655480,11.863637924194336
1603639426.8702614,659044,11.791187286376953
1603639766.1774206,659935,11.596256256103516
1603639841.573639,660133,11.371641159057617
1603639992.3022025,660529,11.887357711791992
1603640218.3622687,661123,11.75262451171875
1603640331.6267414,661420,11.571296691894531
1603640595.301507,662113,12.841980934143066
1603640896.6177156,662905,11.823343276977539
1603641009.6151755,663202,12.217056274414062
1603641310.9015977,663994,11.365360260009766
1603641461.8383393,664390,12.151329040527344
1603641612.710177,664786,11.313331604003906
1603642478.958956,667063,12.169827461242676
1603642629.551226,667459,10.993188858032227
1603642893.339928,668152,11.859353065490723
1603643044.2945073,668548,12.37362289428711
1603643458.8446436,669637,11.88013744354248
1603643911.002566,670825,10.650938987731934
1603644513.5564814,672409,12.18385124206543
1603645456.1855803,674884,11.204550743103027
1603646021.6395435,676369,11.98144245147705
1603646549.1564763,677755,11.999780654907227
1603646851.2196503,678547,11.178893089294434
1603647152.6333463,679339,12.023402214050293
1603647378.7302094,679933,12.387609481811523
1603647416.4176993,680032,12.4071683883667
1603648397.0956779,682606,10.739154815673828
1603648924.7406907,683992,11.0299072265625
1603649866.6829658,686467,12.029988288879395
1603650507.7231207,688150,11.722172737121582
1603650959.9269342,689338,12.306071281433105
1603651072.8868954,689635,12.317394256591797
1603651298.8811123,690229,11.400306701660156
1603651977.2303061,692011,12.179754257202148
1603652052.8532593,692209,12.328834533691406
1603652730.9360716,693991,12.477926254272461
1603652881.63997,694387,12.364910125732422
1603653672.8151271,696466,11.857490539550781
1603653823.5315382,696862,12.568853378295898
1603654087.252784,697555,12.579989433288574
1603654577.1985664,698842,11.951512336730957
1603654803.160882,699436,12.128710746765137
1603655332.3902175,700822,12.384751319885254
1603655784.5355103,702010,13.160454750061035
1603656349.8509626,703495,11.047266960144043
1603656651.2575054,704287,11.868148803710938
1603656688.9245594,704386,11.946803092956543
1603657518.082004,706564,10.775856018066406
1603657668.7644272,706960,12.3093900680542
1603658196.3132923,708346,11.199380874633789
1603658648.3961265,709534,11.149818420410156
